ID,Scheme,Source,Language,Comment,Sentiment
8220,Vishwakarma Yojana,YouTube,hi,"प्रणाम मोदी जी
          मोदी जी मैं देवरिया sonughat से पीएम कौशल प्रशिक्षण से जीडीए कोर्स की हू। 7500 रू फीस थी। मैंने बाली बंधक रखकर दिया ।
मोदी जी बाद में पता चला कि पीएम कौशल प्रशिक्षण में फीस नही लगता है आप जांच करें। एक तो एक आया का काम उसमें भी फीस लगे।
मोदी जी मुझे न्यूरो प्रोब्लम भी है इसी से मैं जॉब नहीं कर पाई। तो computer कोर्स करती हूँ। पर अगर पैसा नहीं लगता होगा तो जांच करे । मेरे जैसे अनाथ का सहारा बने।
                                      प्रणाम",Negative
8221,Vishwakarma Yojana,YouTube,en,Hamare yaha sabhi ke form cancle kr diye,Neutral
8222,Vishwakarma Yojana,YouTube,hi,जय माँ भारती जय माँ शारदा जय माँ सरस्वती जय माँ दुर्गा🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤,Neutral
8223,Vishwakarma Yojana,YouTube,en,m .p me hai ya ni,Neutral
8224,Vishwakarma Yojana,YouTube,hinglish,Sab jhooth hai kuch nahi hota loan modi ji achcha karte hai but yaha ghuskhor kh jate hai,Neutral
8225,Vishwakarma Yojana,YouTube,hi,"आपकी पी एम विश्वकर्मा योजना में ट्रेनिंग लेनेवाले पछता रहे है,कोई लोन नहीं मिलता आरे भाई बॅंकवाले आहे तंग आ चुके हैं
आपकी योजना से",Negative
8226,Vishwakarma Yojana,YouTube,hinglish,Falti hi 200logo ka online hua hi lakin abhi tak nhi mila,Neutral
8227,Vishwakarma Yojana,YouTube,hinglish,"Ham bi Garip Ka Atmi Hai 
PM Vihwakarna 
Me Register Karna Chaiye",Neutral
8228,Vishwakarma Yojana,YouTube,hi,अपना टूलकिट‌ नही‌ मिला‌ जी‌ कभी‌ मिलैगा6टैणीग‌,Neutral
8229,Vishwakarma Yojana,YouTube,en,🇮🇳 pm karmha yojana 👍,Neutral
8230,Vishwakarma Yojana,YouTube,hi,वैशाली नितीन जाधव मी पण फार्म भरून किती तरी दिवस झाले आजून काहीच नाही आले,Neutral
8231,Vishwakarma Yojana,YouTube,hi,ट्रेनिंग हमने दे दिए हम आजाद बोल रहे हैं आप पैसे कब मिलेंगे हम इसका इंतजार कर रहे हैं होम लोन के इंतजार में हैं जल्दी लोन मिलना चाहिए,Neutral
8232,Vishwakarma Yojana,YouTube,hinglish,Pm Vishwakarma Yojana ka Paisa kab tak Milega,Neutral
8233,Vishwakarma Yojana,YouTube,hinglish,Yah Sarkar nai Yojana ka lalach deti hai bad Mein yojnaon ko Hata Deti Hai,Negative
8234,Vishwakarma Yojana,YouTube,hi,पहिले ट्रेनिंग नाही केलास पुढील ट्रॅनींग मिळते काय,Neutral
8235,Vishwakarma Yojana,YouTube,hi,😂😂😂😂😂😂সরকার। চেনে।।।আর চেনা জানারা😂😂😂😂😂😂😂😂😘👍,Neutral
8236,Vishwakarma Yojana,YouTube,en,Carpanter mithlesh kumar ray,Neutral
8237,Vishwakarma Yojana,YouTube,hi,पारमपरिक का अर्थ क्या है  जिसका पापा अलग काम करता माना कोई कारीगर नाई का काम करता है और उसका पापा कुछ और काम करता है  तो क्या उसका काम पारमपरीक नहीं माना जायेगा जबकि वो ब्यक्ति 30-40वर्षो से नाई का काम कर रहा है कृपया इस पर स्पषठ करे अगर आप जानकारी रखते है,Negative
8238,Vishwakarma Yojana,YouTube,en,સૂરત જિલ્લા મે ઉમરાછી ગામ મે સિલાઈ મશીન કા લાભ કિસીકો નહી મિલા,Neutral
8239,Vishwakarma Yojana,YouTube,hinglish,Mere yahan sar SBI Bank wale dukaan dekhna hai aur dukaan nahin to mujhe ek lakh ka loan nahin de rahe to Paisa aaenge jab bhi to dukaan dalunga main Ja Ja ke pagal Ho Gaya Hun,Negative
8240,Vishwakarma Yojana,YouTube,hinglish,Modi ji bevkuf banaa rahe ho aap mujhe abhi tak SBI Bank wale Ne hajar bar Bulaya bankon mein lekin loan nahin diya ek bar bhi,Neutral
8241,Vishwakarma Yojana,YouTube,hinglish,Hamne 23.01.2024. online form bhara tha aaj tak koi ata pata nahi hai,Neutral
8242,Vishwakarma Yojana,YouTube,hinglish,Hamare pardhan ne to aaj tak 🆔 bhi login nahi kiya hai,Neutral
8243,Vishwakarma Yojana,YouTube,en,Apply date kab tak,Neutral
8244,Vishwakarma Yojana,YouTube,hinglish,Hamare certificate a gai hai paisa padane thi,Neutral
8245,Vishwakarma Yojana,YouTube,hinglish,Farji hai jila Satna mein Madhya Pradesh Luta ja raha hai garibon ko sant Gyan Uday mein simriya chauk jila Satna Madhya Pradesh,Neutral
8246,Vishwakarma Yojana,YouTube,hinglish,Trending to ho gayi par 500 prati din nahi mile ulta hamare kam ke paise nahi aaye ghar par nuksan hi huva,Neutral
8247,Vishwakarma Yojana,YouTube,en,Verry verry fake/rules and rules scheme badddddd....,Neutral
8248,Vishwakarma Yojana,YouTube,en,"Bhramins don't like other caste to improve, backward thoughts",Negative
8249,Vishwakarma Yojana,YouTube,hinglish,Sb fraud hai mujhe training kiye 6 month hogy hai abhi tk kuch bhi nhi mila,Negative
8250,Vishwakarma Yojana,YouTube,hi,मी विधवा आहे आपल्या कडून काही सायं मी लेलका मला पांच मुलें आहे आपल्या कडून काही सायं मी लेलका,Neutral
8251,Vishwakarma Yojana,YouTube,en,All the schemes are flop ..,Neutral
8252,Vishwakarma Yojana,YouTube,hi,सुनो ओर एक नई बात इस योजना से टेलर का काम हठा दिया गया है । क्यों 😭 का कोई भी जबाब देने वाला नहीं ।,Negative
8253,Vishwakarma Yojana,YouTube,hinglish,Milega ka tab ne yojana ko bahut bar nikalta hai,Neutral
8254,Vishwakarma Yojana,YouTube,hinglish,Kyon Jhooth bolate ho SAR ismein to public paise mangti hai Hamare Yahan ka manager to paise mang raha hai Sar GST number mang raha hai rupabas Bank jila Bharatpur Tahsil Rupa Gaon Dada pm Mudra Yojana ke Samay Vishwakarma Mein paise Mang Jaate Hain Hamare se,Neutral
8255,Vishwakarma Yojana,YouTube,en,Distric doda me tool kit  kyon nhi mili,Neutral
8256,Vishwakarma Yojana,YouTube,hinglish,Humko Vishwakarma Yojana ka kuchh fayda nahin mila farm online hua fir bhi,Positive
8257,Vishwakarma Yojana,YouTube,en,Sunil Kumar Sharma 😢😢❤❤t,Neutral
8258,Vishwakarma Yojana,YouTube,hinglish,Sab notanki hai,Neutral
8259,Vishwakarma Yojana,YouTube,hi,बहुत सुंदर लगती हैं इस प्रकार की नौटंकी,Neutral
8260,Vishwakarma Yojana,YouTube,en,"Modi
Ban
Cod
Kmina
H
10
Munth
Ho
Gya
Traning
Ko
Piesa
Nhi aaiya",Neutral
8261,Vishwakarma Yojana,YouTube,hi,मेरे पापा मिट्टी के बर्तन बनाते है और मैने दो बार फॉर्म भरा है लेकिन कुछ नहीं सब खुद ही  खा जाते है,Negative
8262,Vishwakarma Yojana,YouTube,hinglish,Training ho Gaya bank loan nahi deta hai,Neutral
8263,Vishwakarma Yojana,YouTube,hinglish,Bhai abhi khatam nhi huaa hai abhi to chalu ho rha hai aur dekhna hai aage hota hai kay,Neutral
8264,Vishwakarma Yojana,YouTube,hinglish,Aur Aaj ka date 14 Aug....ho gya koi guarantee. Nhi hai ke successful ho jaaye 12 mahina ho gya koi reply nahin hai😂😂😂😂😂,Positive
8265,Vishwakarma Yojana,YouTube,hi,Pm विश्वकर्मा ट्रेनिंग 8 अप्रैल को 2024 को खत्म हुआ लेकिन अभी तक ट्रेनिंग का पैसा नहीं आया है और टूल किट भी नहीं आया है बैंक से कॉल आने के बाद बैंक वालों ने लोन देने से पहले दुकान लेने की बात कर रहा है,Negative
8266,Vishwakarma Yojana,YouTube,hi,पीएम विश्वकर्मा 8 अप्रैल को ट्रेनिंग खत्म हुआ लेकिन अभी तक ट्रेनिंग का पैसा नहीं आया और टूल्कित अभी तक आया नहीं है डायरेक्ट बेनिफिट ट्रांसफर सरकार द्वारा चलाया गया जनता के लिए योजना के तहत फायदा नहीं आम जनता को बैंक  में लोन लेने से पहले दुकान लेने की बात करते हैं,Negative
8267,Vishwakarma Yojana,YouTube,en,Vishnu Kumar Singh,Neutral
8268,Vishwakarma Yojana,YouTube,hinglish,Rahul gandhi ke bharat jodo yatra ka koi to asar pada modi ji me . 😂,Neutral
8269,Vishwakarma Yojana,YouTube,hinglish,Jarurat ke mutabit lon dena chahiye 1lakh se dhandha ho sakata he kya logo ko bevkuf bana rahe ho,Neutral
8270,Vishwakarma Yojana,YouTube,en,Lukhkha o ne karodo rupiya ni lon ane aam nagriko ne 1lakh aa kya no nyay se,Neutral
8271,Vishwakarma Yojana,YouTube,en,Wall PAINTER ke nahi ye Loan 🙏🙏🙏,Neutral
8272,Vishwakarma Yojana,YouTube,hinglish,Kosa kosa card banana hai Sahara Hindi kuchh bhi nahin mila,Neutral
8273,Vishwakarma Yojana,YouTube,en,Mera to Ramnagar taluka video,Neutral
8274,Vishwakarma Yojana,YouTube,hinglish,Card bol rahe hain Kitna ke Karan banaa kar rakhe kuchh bhi hamare ko nahin mila hai fayda nahin hai,Positive
8275,Vishwakarma Yojana,YouTube,hinglish,Mere ko Vishwakarma banaya vah bhi nahin aaya add nahin aaya vishram card banaya 2 3 sal hua mere ko kuchh bhi nahin aaya,Negative
8276,Vishwakarma Yojana,YouTube,hi,लाभार्थियों को खाते में पैसा डालने के बाद लाभार्थी खुद अपने हिसाब से सामान खरीदेगा  तो और अच्छा होगा बिचौलियों को कोई फायदा नही होगा,Positive
8277,Vishwakarma Yojana,YouTube,hi,ट्रेनिग होने के बाद में या तो बैंक वाले या  टूल किट वाले कोटेशन देने को लेकर bda  भरष्टाचार hone ki संभावना से नहीं नकारा जा सकता,Negative
8278,Vishwakarma Yojana,YouTube,en,Modi ji Yogi ji ram ram ram ram ram ram ram ram,Neutral
8279,Vishwakarma Yojana,YouTube,hi,जय श्री विश्वकर्मा भगवान ❤,Neutral
8280,Vishwakarma Yojana,YouTube,hinglish,Mera naam puspanjali boraik hai or maine pm bishokarm online  aaply kia tha lekin mujhe training aabhi tok nahi mili  kiya mujhe ye subhidha mil sakti hai,Neutral
8281,Vishwakarma Yojana,YouTube,hinglish,Mamla Hai Gorakhpur ka mohaddipur mein,Neutral
8282,Vishwakarma Yojana,YouTube,en,Not able to login,Negative
8283,Vishwakarma Yojana,YouTube,en,Fake video kuch nehi milega,Negative
8284,Vishwakarma Yojana,YouTube,en,Abhi bhare ja rhe h,Neutral
8285,Vishwakarma Yojana,YouTube,en,Kab bhara rahahe,Neutral
8286,Vishwakarma Yojana,YouTube,en,Ab kb fill hone iss sal,Neutral
8287,Vishwakarma Yojana,YouTube,en,Band ho gai kab ki yeh yojana,Neutral
8288,Vishwakarma Yojana,YouTube,hinglish,Band ho gaya yeh yojana,Neutral
8289,Vishwakarma Yojana,YouTube,hinglish,Sar iske bare mein bataen hamen bhi kya ham form bhar sakte hain hamari majduri ki kafi Nahin Hai,Neutral
8290,Vishwakarma Yojana,YouTube,hinglish,Sharir Mein jiski majduri ki kafi Nahin Hai Kya form bhar sakta hai silai machine ka form bhar sakta hai,Neutral
8291,Vishwakarma Yojana,YouTube,hinglish,"sabse pahile ye batao form kaise bharna hai be
jab pata nhi rahta hai to kahe aa jata hai youtube par gandagi failane 
jabab do sirrr",Neutral
8292,Vishwakarma Yojana,YouTube,en,Abhi apply nhi ho rhe band hai,Neutral
8293,Vishwakarma Yojana,YouTube,en,Rajsthan me nh chl rhi ky ye yojna abhi,Neutral
8294,Vishwakarma Yojana,YouTube,en,Ye form kb bharege sir,Neutral
8295,Vishwakarma Yojana,YouTube,en,Online kaha hota hai apply 2026 mai,Neutral
8296,Vishwakarma Yojana,YouTube,en,Sir trening of line hai  ya online,Neutral
8297,Vishwakarma Yojana,YouTube,hinglish,Bhai thoda dhire bolo kuchh samaj nahi arahe,Neutral
8298,Vishwakarma Yojana,YouTube,en,To sit training me time kitna lgta h 😢😢,Neutral
8299,Vishwakarma Yojana,YouTube,en,Students also can apply!?,Neutral
8300,Vishwakarma Yojana,YouTube,en,Form hi nhi bhare ja raha hai check kro,Neutral
8301,Vishwakarma Yojana,YouTube,en,Agar training na karna ho to.....,Neutral
8302,Vishwakarma Yojana,YouTube,hinglish,Sir abhi bhar sakate h kon kon se docoment lagenge ispe  bhi ek vidio banao sir,Neutral
8303,Vishwakarma Yojana,YouTube,en,Abhi kiya apply chal rha hai,Neutral
8304,Vishwakarma Yojana,YouTube,hi,केवल 4500 रूपये मिले लेकिन लोन नहीं मिला एवं 15000 हजार कि टूल किट नहीं मिला,Negative
8305,Vishwakarma Yojana,YouTube,hinglish,Tripura state ka nahi ho ya action hona jorori ha. Csc vle ka,Positive
8306,Vishwakarma Yojana,YouTube,en,Abhi keya apply chal raha he assam mee,Neutral
8307,Vishwakarma Yojana,YouTube,hinglish,2 sal Ho Gaye bhai abhi tak kuchh nahi Mila,Neutral
8308,Vishwakarma Yojana,YouTube,hinglish,2024 March me apply Kiya tha ajj tak kuch nahi huwa na trening huwa na loan Mila,Neutral
8309,Vishwakarma Yojana,YouTube,hinglish,"Ham bhi CSC vle hue YouTube channel khole hai lekin kya kare ye nhi pata hai, CSC iibf,passport, ye sahi rahega ya time pass dukan me baithe hai baat kar rahe hai kya kya kiye is trh ka video ya kuch aur kare kuchh ya koi entrance exam ya dance gana jo nhi aata hai dost tu bahut uper hai thora madad bhi karo spice money, CSC, CSC IRCTC,lic, ya id hi hai degree bhi hai,l.  

Kya kare nhi pata video me kaise dekhe ye bhi nhi pata hai naya hai is kaam me",Neutral
8310,Vishwakarma Yojana,YouTube,hinglish,"Band hogai hai yeh scheme kab ki
Aur csc centre par hi bharna hai",Neutral
8311,Vishwakarma Yojana,YouTube,en,Koi fees padegi ki no,Neutral
8312,Vishwakarma Yojana,YouTube,hinglish,Bhai ye to bta deta ye form csc centre se bharna h ya mobile se,Neutral
8313,Vishwakarma Yojana,YouTube,hinglish,Carection kaise hoga bhai,Neutral
8314,Vishwakarma Yojana,YouTube,en,Training kaha de jayega?,Neutral
8315,Vishwakarma Yojana,YouTube,hinglish,bhaiya aap bahut acha jankari dete hai,Neutral
8316,Vishwakarma Yojana,YouTube,en,Centre chala na chahta h toh contact kar sakte ho...,Neutral
8317,Vishwakarma Yojana,YouTube,en,Csc operator id ke liye contact kare,Neutral
8318,Vishwakarma Yojana,YouTube,en,Please make it video 😢,Neutral
8319,Vishwakarma Yojana,YouTube,en,Option hi nhi aa rha h registration ka 😢,Neutral
8320,Vishwakarma Yojana,YouTube,en,Bhaiya centre ke liye kaise apply kare batayiye please,Neutral
8321,Vishwakarma Yojana,YouTube,en,"ಕನ್ನಡ ಬ್ರೋ, ಮನೆಗಳು ಯಾವಾಗ್ ಬರುತ್ತವೆ.",Neutral
8322,Vishwakarma Yojana,YouTube,en,Yah kya hota hai yahan per click karta hai yahan per click karna hai😂😂😂,Neutral
8323,Vishwakarma Yojana,YouTube,en,Wrong information abhi band hai,Negative
8324,Vishwakarma Yojana,YouTube,hinglish,Status kaise check kare bhai abhi aya nahi hai,Neutral
8325,Vishwakarma Yojana,YouTube,en,Csc login reg nhi aa rha,Neutral
8326,Vishwakarma Yojana,YouTube,en,Mera esha nahi dikha rha h,Neutral
